ID,type,text
2052,proverbs,Open confession is good for the soul.
23201,sentences,Open the crate but don't break the glass.
23798,sentences,Open your book to the first page.
991,nouns,Orientalism
23455,sentences,Our plans right now are hazy.
23787,sentences,Our troops are set to strike heavy blows.
2053,proverbs,"Out of sight, out of mind."
2210,proverbs,Out of the frying pan into the fire.
23733,sentences,Pack the kits and don't forget the salt.
23421,sentences,Pack the records in a neat thin case.
23432,sentences,Pages bound in cloth make a book.
23658,sentences,Paint the sockets in the wall dull green.
23411,sentences,"Paper is scarce, so write with much care."
23684,sentences,Paper will dry out when wet.
23222,sentences,Paste can cleanse the most dirty brass.
2054,proverbs,Patience is a virtue.
2409,proverbs,Peace begins just where ambition ends.
23631,sentences,Peep under the tent and see the clowns.
2375,proverbs,"Penny wise, pound foolish."
2055,proverbs,Persuasion is better than force.
992,nouns,Pharaoh
23762,sentences,Pick a card and slip it under the pack.
23745,sentences,Pile the coal high in the shed corner.
23401,sentences,Pink clouds floated with the breeze.
23716,sentences,Pitch the straw through the door of the stable.
23156,sentences,Place a rosebush near the porch steps.
23462,sentences,Plead to the council to free the poor thief.
23725,sentences,Plead with the lawyer to drop the lost cause.
23230,sentences,Pluck the bright rose without leaves.
23736,sentences,Poached eggs and tea must suffice.
23237,sentences,Port is a strong wine with s smoky taste.
2410,proverbs,Possession is nine tenths of the law.
23727,sentences,Post no bills on this office wall.
23448,sentences,Pour the stew from the pot into the plate.
23120,sentences,Press the pants and sew a button on the vest.
23618,sentences,Press the pedal with your left foot.
2435,proverbs,Pride cometh before a fall.
2436,proverbs,Pride feels no pain.
2095,proverbs,Procrastination is the thief of time.
23836,adjs,Proctor
23667,sentences,Prod the old mule with a crooked stick.
993,nouns,Pueblo
994,nouns,Pullman
23243,sentences,Pure bred poodles have curls.
23769,sentences,Put the chart on the mantel and tack it down.
2274,proverbs,Putting the cart before the horse.
23386,sentences,"Quench your thirst, then eat the crackers."
23496,sentences,Raise the sail and steer the ship northward.
23326,sentences,Rake the rubbish up and then burn it.
23646,sentences,Read just what the meter says.
23127,sentences,Read verse out loud for pleasure.
2139,proverbs,Ready money is ready medicine.
23102,sentences,Rice is often served in round bowls.
23610,sentences,Ripe pears are fit for a queen's table.
23481,sentences,Roads are paved with sticky tar.
995,nouns,Rodeo
2344,proverbs,Rome wasn't built in a day.
2411,proverbs,Rules are made to be broken.
996,nouns,Saturday
2275,proverbs,Sauce for the goose is sauce for the gander.
23525,sentences,Say it slow!y but make it ring clear.
2175,proverbs,Say what you mean and mean what you say.
23320,sentences,Schools for ladies teach charm and grace.
23527,sentences,Screen the porch with woven straw mats.
23414,sentences,Screw the round cap on as tight as needed.
2437,proverbs,"See nothing, say nothing, know nothing."
23179,sentences,See the cat glaring at the scared mouse.
23772,sentences,See the player scoot to third base.
23518,sentences,Seed is needed to plant the spring corn.
2345,proverbs,Seize the day.
2176,proverbs,Self praise is no recomendation.
23292,sentences,Sell your gift to a buyer at a good gain.
23583,sentences,Send the stuff in a thick paper bag.
23485,sentences,Serve the hot rum to the tired heroes.
23693,sentences,Set the piece here and say nothing.
23786,sentences,Seven seals were stamped on great sheets.
23683,sentences,Sever the twine with a quick snip of the knife.
23623,sentences,Shake hands with this friendly child.
23598,sentences,"Shake the dust from your shoes, stranger."
2312,proverbs,Shake the hand before you plough the field.
23383,sentences,Shape the clay gently into block form.
23616,sentences,She blushed when he gave her a white orchid.
23816,sentences,She called his name many times.
23402,sentences,"She danced like a swan, tall and graceful."
23722,sentences,She flaps her cape as she parades the street.
23287,sentences,She has st smart way of wearing clothes.
23810,sentences,She saw a cat in the neighbor's house.
23256,sentences,She sewed the torn coat quite neatly.
23599,sentences,She was kind to sick old people.
23665,sentences,She was waiting at my front lawn.
23738,sentences,Ship maps are different from those for planes.
2211,proverbs,Show a clean pair of heels.
23579,sentences,Shut the hatch before the waves push it in.
23140,sentences,Sickness kept him home the third week.
2177,proverbs,Silence is an excellent remedy against slander.
2178,proverbs,Silence is golden.
2179,proverbs,Silence is less injurious than a bad reply.
2180,proverbs,Since before cocky was an egg.
997,nouns,Sister
23711,sentences,Sit on the perch and tell the others what to do.
23327,sentences,Slash the gold cloth into fine ribbons.
23773,sentences,Slide the bill between the two leaves.
23398,sentences,Slide the box into that empty space.
23685,sentences,Slide the catch back and open the desk.
23690,sentences,Slide the tray across the glass top.
23812,sentences,Small children came to see him.
2346,proverbs,Small faults indulged let in greater.
23603,sentences,Smile when you say nasty words.
23484,sentences,Smoke poured out of every crack.
23114,sentences,Smoky fires lack flame and heat.
998,nouns,Snead
23377,sentences,Soak the cloth and drown the sharp odor.
23476,sentences,Soap can wash most dirt away.
23334,sentences,Some ads serve to cheat buyers.
2347,proverbs,Some of the best gifts come in small packages.
2140,proverbs,Sound as a bell.
2056,proverbs,Spare the rod and spoil the child.
2181,proverbs,"Speak clearly, if you speak at all."
23211,sentences,"Split the log with a quick, sharp blow."
23268,sentences,Steam hissed from the broken valve.
2348,proverbs,Step by step one goes far.
2182,proverbs,Sticks and stones may break my bones but words will never hurt me.
2212,proverbs,Still waters run deep.
23795,sentences,Stop and stare at the hard working man.
2183,proverbs,Stop beating around the bush.
23688,sentences,Stop whistling and watch the boys march.
2313,proverbs,Strike while the iron's hot.
23273,sentences,Sunday is the best part of the week.
23704,sentences,Sweet words work better than fierce.
999,nouns,Syrah
23446,sentences,Tack the strip of carpet to the worn floor.
23597,sentences,Take a chance and win a china doll.
2376,proverbs,Take care of the pence and the pounds will take care of themselves.
23606,sentences,"Take shelter in this tent, but keep still."
23791,sentences,Take the match and strike it against your shoe.
23129,sentences,Take the winding path to reach the lake.
23470,sentences,Take two shares as a fair profit.
2184,proverbs,Take your wife's first advice.
2185,proverbs,"Talking comes by nature, silence by wisdom."
23715,sentences,Tea in thin china has a sweet taste.
23365,sentences,Tea served from the brown jug is tasty.
23728,sentences,Tear a thin sheet from the yellow pad.
2057,proverbs,Temper is so good a thing that we should never lose it.
23196,sentences,Ten pins were set in order.
23467,sentences,Tend the sheep while the dog wanders.
23837,adjs,Terran
23607,sentences,That guy is the writer of a few banned books.
23477,sentences,That move means the game is over.
2014,proverbs,The Lord loveth a cheerful liar.
23178,sentences,The Navy attacked the big task force.
23752,sentences,The aim of the contest is to raise a great fund.
23323,sentences,The ancient coin was quite dull and worn.
23793,sentences,The baby puts his right foot in his mouth.
23621,sentences,The bank pressed for payment of the debt.
23208,sentences,The bark of the pine tree was shiny and dark.
23396,sentences,The barrel of beer was a brew of malt and hops.
23429,sentences,The beach is dry and shallow at low tide.
23400,sentences,The beam dropped down on the workmen's head.
2314,proverbs,The beaten path is safest.
23122,sentences,The beauty of the view stunned the young boy.
23617,sentences,The beetle droned in the hot June sun.
2377,proverbs,The best cast at dice is not to play.
2315,proverbs,The best ground bears weeds as well as flowers.
23643,sentences,The best method is to fix it in place with clips.
1987,proverbs,The best of friends must part.
1988,proverbs,The best things are not bought and sold.
2096,proverbs,The best things in life are free.
23802,sentences,The big red apple fell to the ground.
2438,proverbs,The bigger they are the harder they fall.
23197,sentences,The bill as paid every third week.
23555,sentences,The bills were mailed promptly on the tenth of the month.
23098,sentences,The birch canoe slid on the smooth planks.
23343,sentences,The birch looked stark white and lonesome.
23620,sentences,The black trunk fell from the landing.
23814,sentences,The blind man counted his old coins.
23539,sentences,The bloom of the rose lasts a few days.
23794,sentences,The bombs left most of the town in ruins.
23220,sentences,The boss ran the show with a watchful eye.
23344,sentences,The box is held by a bright red snapper.
23104,sentences,The box was thrown beside the parked truck.
23520,sentences,The boy owed his pal thirty cents.
23108,sentences,The boy was there when the sun rose.
23674,sentences,The brass tube circled the high wall.
23573,sentences,The bright lanterns were gay on the dark lawn.
23298,sentences,The brown house was on fire to the attic.
23560,sentences,The bunch of grapes was pressed into wine.
23572,sentences,The case was puzzling to the old and wise.
23308,sentences,The cement had dried when he moved it.
23567,sentences,The chair looked strong but had no bottom.
23521,sentences,The chap slipped into the crowd and was lost.
23269,sentences,The child almost hurt the small dog.
23659,sentences,The child crawled into the dense grass.
23247,sentences,The cigar burned a hole in the desk top.
23442,sentences,The clan gathered on each dull night.
23554,sentences,The cleat sank deeply into the soft turf.
23161,sentences,The clock struck to mark the third period.
23552,sentences,The clothes dried on a thin wooden rack.
23691,sentences,The cloud moved in a stately way and was gone.
23303,sentences,The club rented the rink for the fifth night.
23251,sentences,The coffee stand is too high for the couch.
23373,sentences,The cold drizzle will halt the bond drive.
23125,sentences,The colt reared and threw the tall rider.
23497,sentences,The cone costs five cents on Mondays.
23423,sentences,The copper bowl shone in the sun's rays.
23807,sentences,The corner store was robbed last night.
23549,sentences,The couch cover and hall drapes were blue.
2013,proverbs,The course of love never did run smooth.
23149,sentences,The crooked maze failed to fool the mouse.
23422,sentences,The crunch of feet in the snow was the only sound.
23221,sentences,The cup cracked and spilled its contents.
23803,sentences,The curtain rose and the show was on.
